Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,CAS (knots),Corrected TAS (knots),Max CHT,Engine Run,Flight ID
7.06,0,0,2026-08-14 15:53:37,36.88895,-121.40342,0.0,0.0,125.7,-17.0,0.0,,0.0,0.0,0.0,11.1,-0.5,143.0,0.0,130.0,-0.0,-0.01,1.0,99.0,-72.0,19.0,0.0,30.05,666.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,100.0,130.0,99.0,128.0,98.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.801,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,163.4,0.0,0.0,0.0,0.0,262.4,199.4,260.6,212.0,266.0,210.2,262.4,208.4,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
8.06,1,9,2026-08-14 15:53:38,36.88898,-121.40337,301.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.5,143.1,0.0,130.0,0.0,-0.01,1.0,99.0,-75.0,19.0,0.0,30.05,662.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,100.0,130.0,99.0,128.0,98.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,163.4,0.0,0.0,0.0,0.0,262.4,199.4,260.6,212.0,266.0,210.2,262.4,208.4,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
9.06,1,10,2026-08-14 15:53:39,36.889,-121.40342,255.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.5,143.1,0.0,129.0,0.0,-0.01,1.0,99.0,-33.0,19.0,0.0,30.05,662.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.2,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,100.0,130.0,99.0,128.0,98.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,165.2,0.0,0.0,0.0,0.0,262.4,199.4,260.6,212.0,266.0,210.2,262.4,208.4,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
10.06,1,10,2026-08-14 15:53:40,36.889,-121.40343,255.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.5,143.1,0.0,129.0,0.0,-0.01,1.0,99.0,-1.0,19.0,0.0,30.05,662.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,100.0,130.0,99.0,128.0,98.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,165.2,0.0,0.0,0.0,0.0,262.4,199.4,260.6,212.0,266.0,210.2,262.4,208.4,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
11.06,1,10,2026-08-14 15:53:41,36.889,-121.40343,255.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.5,143.1,0.0,129.0,0.0,-0.01,1.0,99.0,-23.0,19.0,0.0,30.05,661.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,100.0,130.0,99.0,128.0,98.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,163.4,0.0,0.0,0.0,0.0,262.4,199.4,260.6,212.0,266.0,210.2,262.4,208.4,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
12.06,1,10,2026-08-14 15:53:42,36.889,-121.40343,254.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.5,143.0,0.0,128.0,0.0,-0.01,1.0,99.0,-53.0,19.0,0.0,30.05,661.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,99.0,130.0,99.0,128.0,98.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,165.2,0.0,0.0,0.0,0.0,262.4,199.4,260.6,210.2,266.0,210.2,262.4,208.4,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
13.06,1,10,2026-08-14 15:53:43,36.889,-121.40343,254.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.4,143.0,0.0,127.0,0.0,-0.01,1.0,99.0,-27.0,19.0,0.0,30.05,661.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,99.0,130.0,99.0,128.0,97.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,165.2,0.0,0.0,0.0,0.0,262.4,199.4,260.6,210.2,266.0,210.2,262.4,206.6,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
14.06,1,10,2026-08-14 15:53:44,36.889,-121.40343,254.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.5,143.0,0.0,127.0,0.1,-0.01,1.0,99.0,-50.0,19.0,0.0,30.05,659.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,99.0,130.0,99.0,128.0,97.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,165.2,0.0,0.0,0.0,0.0,262.4,199.4,260.6,210.2,266.0,210.2,262.4,206.6,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
15.06,1,10,2026-08-14 15:53:45,36.889,-121.40343,253.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.5,143.0,0.0,125.0,0.0,-0.01,1.0,99.0,-52.0,19.0,0.0,30.05,659.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,99.0,130.0,99.0,128.0,98.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,165.2,0.0,0.0,0.0,0.0,262.4,199.4,260.6,210.2,266.0,210.2,262.4,208.4,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
16.06,1,10,2026-08-14 15:53:46,36.889,-121.40343,253.0,0.0,125.7,-12.5,0.0,,0.0,0.0,0.0,11.2,-0.5,143.0,0.0,125.0,0.0,-0.01,1.0,99.0,-32.0,19.0,0.0,30.05,659.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,30.1,0.0,0.0,0.0,2.3,0.0,0.0,9.1,0.0,0.0,-0.1,37.5,32.6,0.0,0.0,0.0,0.0,128.0,93.0,127.0,99.0,130.0,99.0,128.0,98.0,0.0,0.0,5.0,254.5,0.0,2.3,4.0,4.998,0.0,0.0,0.654,0.8,0.0,73.5,0.0,0.0,0.0,,0.0,66.2,165.2,0.0,0.0,0.0,0.0,262.4,199.4,260.6,210.2,266.0,210.2,262.4,208.4,0.0,0.0,164.3,0.0,262.85,196.65000000000003,98.10000000000001,0.0,0.0,0.0,0.48,0.48,377.6,True,2026-08-14 08:53:37-07:00
