Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,Max CHT,Engine Run,Flight ID,CAS (knots),Corrected TAS (knots)
5.06,1,4,2026-07-16 03:18:46,36.88916,-121.40325,400.0,0.1,42.9,-12.5,0.0,0.0,0.0,0.0,0.0,11.1,-0.2,125.6,0.0,283.0,0.0,-0.0,1.0,99.0,-84.0,26,0.0,29.89,1682.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.3,0.0,0.3,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,96.0,137.0,106.0,138.0,101.0,136.0,103.0,0.0,0.0,-18.0,254.3,0.0,4.3,19.0,4.998,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,204.8,278.6,222.8,280.4,213.8,276.8,217.4,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.0,0.0,0.33333333333333337,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
6.06,1,6,2026-07-16 03:18:47,36.88896,-121.40334,313.0,0.1,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.1,-0.2,125.6,0.0,282.0,0.0,-0.0,1.0,99.0,-85.0,26,0.0,29.89,1682.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.4,0.0,0.4,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,96.0,137.0,106.0,138.0,101.0,136.0,103.0,0.0,0.0,-18.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,204.8,278.6,222.8,280.4,213.8,276.8,217.4,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,9.722222222222223e-05,0.16866666666666666,0.25,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
7.06,1,6,2026-07-16 03:18:48,36.88894,-121.4034,255.0,0.0,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.1,-0.1,125.6,0.0,280.0,0.0,-0.0,1.0,99.0,-114.0,26,0.0,29.89,1675.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.3,0.0,0.3,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,96.0,137.0,106.0,138.0,101.0,136.0,102.0,0.0,0.0,-18.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,204.8,278.6,222.8,280.4,213.8,276.8,215.6,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.00019444444444444446,0.253,0.0,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
8.06,1,8,2026-07-16 03:18:49,36.88893,-121.40337,247.0,0.1,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.1,-0.2,125.6,0.0,277.0,0.1,-0.0,1.0,99.0,-112.0,26,0.0,29.89,1675.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.3,0.0,0.3,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,96.0,137.0,106.0,138.0,101.0,136.0,102.0,0.0,0.0,-18.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,204.8,278.6,222.8,280.4,213.8,276.8,215.6,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.00027777777777777783,0.3373333333333334,0.33333333333333337,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
9.06,1,8,2026-07-16 03:18:50,36.88894,-121.4034,246.0,0.0,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.1,-0.2,125.6,0.0,274.0,0.0,-0.0,1.0,99.0,-145.0,26,0.0,29.89,1669.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.3,0.0,0.3,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,96.0,137.0,106.0,138.0,101.0,136.0,102.0,0.0,0.0,-18.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,204.8,278.6,222.8,280.4,213.8,276.8,215.6,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.0003611111111111112,0.42166666666666675,0.0,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
10.06,1,8,2026-07-16 03:18:51,36.88894,-121.4034,246.0,0.0,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.1,-0.2,125.6,0.0,273.0,0.1,-0.0,1.0,99.0,-105.0,26,0.0,29.89,1664.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.3,0.0,0.3,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,95.0,137.0,106.0,138.0,101.0,136.0,102.0,0.0,0.0,-18.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,203.0,278.6,222.8,280.4,213.8,276.8,215.6,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.0004444444444444445,0.42166666666666675,0.0,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
11.06,1,8,2026-07-16 03:18:52,36.88894,-121.4034,247.0,0.0,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.1,-0.1,125.6,0.0,271.0,0.0,-0.0,1.0,99.0,-115.0,26,0.0,29.89,1661.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.4,0.0,0.4,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,95.0,137.0,106.0,138.0,101.0,136.0,102.0,0.0,0.0,-18.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,203.0,278.6,222.8,280.4,213.8,276.8,215.6,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.0005416666666666668,0.42166666666666675,0.0,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
12.06,1,8,2026-07-16 03:18:53,36.88894,-121.4034,247.0,0.0,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.1,-0.2,125.5,0.0,270.0,0.0,-0.0,1.0,99.0,-104.0,26,0.0,29.89,1660.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.3,0.0,0.3,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,95.0,137.0,105.0,138.0,101.0,136.0,102.0,0.0,0.0,-18.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,203.0,278.6,221.0,280.4,213.8,276.8,215.6,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.0006388888888888889,0.42166666666666675,0.0,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
13.06,1,8,2026-07-16 03:18:54,36.88894,-121.4034,248.0,0.0,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.2,-0.2,125.5,0.0,268.0,0.1,-0.0,1.0,99.0,-98.0,26,0.0,29.89,1658.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.3,0.0,0.3,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,95.0,137.0,105.0,138.0,101.0,136.0,102.0,0.0,0.0,-19.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,203.0,278.6,221.0,280.4,213.8,276.8,215.6,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.0007222222222222223,0.42166666666666675,0.0,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
14.06,1,8,2026-07-16 03:18:55,36.88894,-121.4034,249.0,0.0,247.3,-12.5,0.0,0.0,0.0,0.0,0.0,11.2,-0.3,125.5,0.0,267.0,0.1,0.0,1.0,99.0,-95.0,26,0.0,29.89,1656.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,29.9,0.3,0.0,0.3,4.3,0.0,0.0,7.7,0.0,0.0,0.1,34.0,29.5,0.0,0.0,0.0,0.0,135.0,95.0,137.0,105.0,138.0,100.0,136.0,102.0,0.0,0.0,-19.0,254.3,0.0,4.3,19.0,4.996,0.0,0.0,0.656,0.785,0.0,89.8,0.0,0.0,0.0,,0.0,78.8,194.0,32.0,32.0,32.0,32.0,275.0,203.0,278.6,221.0,280.4,212.0,276.8,215.6,32.0,32.0,193.64,0.0,277.70000000000005,198.90000000000003,114.83999999999999,0.0008055555555555557,0.42166666666666675,0.0,410.0,True,2026-07-15 20:18:46-07:00,0.48,0.49
