Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,Flight ID
56.56,1.0,10.0,2025-11-06 22:24:13,37.08155,-121.59955,363.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-5.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,21.0,23.0,22.0,23.0,0.0,0.0,-21.0,7.1,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.25,-2.75,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
56.81,1.0,10.0,2025-11-06 22:24:13,37.08155,-121.59955,363.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-18.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,21.0,23.0,22.0,23.0,0.0,0.0,-22.0,6.7,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.25,-2.75,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
57.06,1.0,10.0,2025-11-06 22:24:13,37.08155,-121.59955,363.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-22.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,6.3,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
57.31,1.0,10.0,2025-11-06 22:24:13,37.08155,-121.59955,363.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-18.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,21.0,23.0,22.0,23.0,0.0,0.0,-22.0,6.0,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.25,-2.75,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
57.56,1.0,10.0,2025-11-06 22:24:14,37.08155,-121.59955,363.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-10.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,21.0,23.0,22.0,23.0,0.0,0.0,-22.0,5.7,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.25,-2.75,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
57.81,1.0,10.0,2025-11-06 22:24:14,37.08155,-121.59955,363.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-4.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,21.0,23.0,22.0,23.0,0.0,0.0,-22.0,5.4,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.25,-2.75,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
58.06,1.0,10.0,2025-11-06 22:24:14,37.08156,-121.59955,363.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-8.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,21.0,23.0,22.0,23.0,0.0,0.0,-22.0,5.1,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.25,-2.75,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
58.31,1.0,10.0,2025-11-06 22:24:14,37.08156,-121.59955,363.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-15.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,4.9,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
58.56,1.0,10.0,2025-11-06 22:24:15,37.08156,-121.59955,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-9.0,24.0,0.0,30.14,1060.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,4.6,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
58.81,1.0,10.0,2025-11-06 22:24:15,37.08156,-121.59955,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,-2.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,4.4,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
59.06,1.0,10.0,2025-11-06 22:24:15,37.08156,-121.59955,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,18.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,4.2,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
59.31,1.0,10.0,2025-11-06 22:24:15,37.08156,-121.59955,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,11.0,-1.3,52.5,0.0,18.0,-0.0,-0.02,1.0,0.0,22.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,4.0,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
59.56,1.0,10.0,2025-11-06 22:24:16,37.08156,-121.59955,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,11.0,-1.3,52.5,0.0,18.0,-0.0,-0.02,1.0,0.0,35.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,3.8,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
59.81,1.0,10.0,2025-11-06 22:24:16,37.08156,-121.59955,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,11.0,-1.3,52.5,0.0,18.0,-0.0,-0.02,1.0,0.0,2.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,3.6,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
60.06,1.0,10.0,2025-11-06 22:24:16,37.08156,-121.59955,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,11.0,-1.3,52.5,0.0,18.0,-0.0,-0.02,1.0,0.0,13.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,3.5,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
60.31,1.0,10.0,2025-11-06 22:24:16,37.08156,-121.59955,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,-0.0,-0.02,1.0,0.0,22.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,3.3,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
60.56,1.0,10.0,2025-11-06 22:24:17,37.08156,-121.59956,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,-0.0,-0.02,1.0,0.0,32.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,3.2,0.0,0.0,0.0,4.998,0.0,0.0,0.721,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
60.81,1.0,10.0,2025-11-06 22:24:17,37.08156,-121.59956,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,-0.0,-0.02,1.0,0.0,41.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,3.0,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
61.06,1.0,10.0,2025-11-06 22:24:17,37.08156,-121.59956,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,44.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,2.9,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
61.31,1.0,10.0,2025-11-06 22:24:17,37.08156,-121.59956,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,47.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,2.8,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
61.56,1.0,10.0,2025-11-06 22:24:18,37.08156,-121.59956,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,52.0,24.0,0.0,30.14,1061.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,2.7,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
61.81,1.0,10.0,2025-11-06 22:24:18,37.08156,-121.59956,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,64.0,24.0,0.0,30.14,1071.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,2.6,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
62.06,1.0,10.0,2025-11-06 22:24:18,37.08156,-121.59956,362.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,65.0,24.0,0.0,30.14,1070.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-22.0,2.5,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
62.31,1.0,10.0,2025-11-06 22:24:18,37.08158,-121.59956,351.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,56.0,24.0,0.0,30.14,1070.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-21.0,2.4,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
62.56,1.0,10.0,2025-11-06 22:24:19,37.08158,-121.59956,351.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,42.0,24.0,0.0,30.14,1070.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-21.0,2.3,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
62.81,1.0,10.0,2025-11-06 22:24:19,37.08158,-121.59956,351.0,0.0,108.6,-12.6,0.0,,0.0,0.0,0.0,10.9,-1.3,52.5,0.0,18.0,0.0,-0.02,1.0,0.0,51.0,24.0,0.0,30.14,1070.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,20.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,21.0,24.0,22.0,23.0,22.0,23.0,0.0,0.0,-21.0,2.2,0.0,0.0,0.0,4.998,0.0,0.0,0.723,0.818,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,21.5,-2.5,-4.399999999999999,0.0,0.6325,0.0,2025-11-06 14:23:18-08:00
