Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,Max CHT,Engine Run,Flight ID
1.06,1,8,2026-06-19 23:49:19,40.90337,-117.8036,4344.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.5,351.1,0.0,4404.0,-0.0,-0.01,1.0,0.0,-115.0,34.0,0.0,29.87,7744.0,0.0,0.0,171.0,0.0,127.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.879,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,0.0,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.0,0.0,402.8,True,2026-06-19 16:49:19-07:00
2.06,1,8,2026-06-19 23:49:20,40.90338,-117.80359,4306.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.5,351.1,0.0,4401.0,-0.0,-0.01,1.0,0.0,-150.0,34.0,0.0,29.87,7740.0,0.0,0.0,171.0,0.0,127.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.879,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,0.0,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.0,0.0,402.8,True,2026-06-19 16:49:19-07:00
3.06,1,8,2026-06-19 23:49:21,40.90338,-117.80359,4305.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.6,351.1,0.0,4399.0,0.0,-0.01,1.0,0.0,-138.0,34.0,0.0,29.87,7738.0,0.0,0.0,171.0,0.0,127.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.994,0.0,0.0,0.657,0.88,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,0.0,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.0,0.0,402.8,True,2026-06-19 16:49:19-07:00
4.06,1,8,2026-06-19 23:49:22,40.90338,-117.80359,4305.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.6,351.1,0.0,4396.0,0.0,-0.01,1.0,0.0,-131.0,34.0,0.0,29.87,7734.0,0.0,0.0,171.0,0.0,127.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.88,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,0.0,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.0,0.0,402.8,True,2026-06-19 16:49:19-07:00
5.06,1,8,2026-06-19 23:49:23,40.90338,-117.80359,4304.0,0.1,269.0,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.6,351.1,0.0,4395.0,0.0,-0.01,1.0,99.0,-125.0,34.0,0.0,29.87,7733.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.88,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,161.6,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.08433333333333333,0.0,402.8,True,2026-06-19 16:49:19-07:00
6.06,1,8,2026-06-19 23:49:24,40.90338,-117.80358,4304.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.6,351.1,0.0,4395.0,0.0,-0.01,1.0,99.0,-79.0,34.0,0.0,29.87,7732.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.88,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,161.6,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.16866666666666666,0.0,402.8,True,2026-06-19 16:49:19-07:00
7.06,1,8,2026-06-19 23:49:25,40.90338,-117.80359,4303.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.9,-0.6,351.1,0.0,4395.0,0.0,-0.01,1.0,99.0,-38.0,34.0,0.0,29.87,7732.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.88,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,161.6,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.16866666666666666,0.0,402.8,True,2026-06-19 16:49:19-07:00
8.06,1,8,2026-06-19 23:49:26,40.90338,-117.80359,4304.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.9,-0.6,351.1,0.0,4394.0,0.0,-0.01,1.0,99.0,-55.0,34.0,0.0,29.87,7731.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.88,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,161.6,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.16866666666666666,0.0,402.8,True,2026-06-19 16:49:19-07:00
9.06,1,8,2026-06-19 23:49:27,40.90338,-117.80359,4304.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.9,-0.6,351.1,0.0,4392.0,0.0,-0.01,1.0,99.0,-84.0,34.0,0.0,29.87,7730.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.88,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,161.6,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.16866666666666666,0.0,402.8,True,2026-06-19 16:49:19-07:00
10.06,1,8,2026-06-19 23:49:28,40.90338,-117.80359,4304.0,0.0,269.0,-12.6,0.0,,0.0,0.0,0.0,10.9,-0.6,351.0,0.0,4391.0,0.0,-0.01,1.0,99.0,-78.0,34.0,0.0,29.87,7728.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,-0.2,29.4,25.3,0.0,0.0,0.0,0.0,67.0,54.0,63.0,54.0,63.0,55.0,59.0,52.0,0.0,0.0,-11.0,253.9,0.0,0.0,13.0,4.995,0.0,0.0,0.657,0.88,0.0,72.2,0.0,0.0,0.0,,0.0,93.2,161.6,0.0,0.0,0.0,0.0,152.6,129.2,145.4,129.2,145.4,131.0,138.2,125.6,0.0,0.0,161.96,0.0,145.4,52.2,68.76,0.0,0.16866666666666666,0.0,402.8,True,2026-06-19 16:49:19-07:00
