Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,Max CHT,Engine Run,Flight ID,CAS (knots),Corrected TAS (knots)
7.06,0,0,2026-06-19 17:27:47,40.07068,-118.5686,0.0,0.1,212.4,-17.5,0.0,,0.0,0.0,0.0,10.8,-0.2,187.2,0.0,3936.0,-0.0,-0.0,1.0,99.0,22.0,41.0,0.0,29.88,7904.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.3,0.3,0.0,0.3,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,130.0,94.0,129.0,92.0,127.0,88.0,0.0,0.0,1.0,254.1,0.0,7.6,-2.0,4.995,0.0,0.0,0.653,0.851,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,266.0,201.2,264.2,197.6,260.6,190.4,32.0,32.0,195.26000000000002,0.0,262.4,156.59999999999997,89.46000000000002,0.0,0.0,0.33333333333333337,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
8.06,1,7,2026-06-19 17:27:48,40.07062,-118.56866,3958.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.2,187.2,0.0,3936.0,-0.0,-0.01,1.0,99.0,20.0,41.0,0.0,29.88,7904.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.2,0.3,0.0,0.3,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,130.0,93.0,129.0,92.0,126.0,88.0,0.0,0.0,1.0,254.1,0.0,7.6,-2.0,4.995,0.0,0.0,0.653,0.854,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,266.0,199.4,264.2,197.6,258.8,190.4,32.0,32.0,195.26000000000002,0.0,261.95,156.14999999999998,89.46000000000002,8.33333333333334e-05,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
9.06,1,10,2026-06-19 17:27:49,40.07063,-118.56868,3924.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.2,187.2,0.0,3936.0,0.0,-0.01,1.0,99.0,8.0,41.0,0.0,29.88,7904.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.2,0.2,0.0,0.2,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,130.0,93.0,129.0,92.0,126.0,88.0,0.0,0.0,1.0,254.1,0.0,7.6,-2.0,4.995,0.0,0.0,0.653,0.859,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,266.0,199.4,264.2,197.6,258.8,190.4,32.0,32.0,195.26000000000002,0.0,261.95,156.14999999999998,89.46000000000002,0.00015277777777777783,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
10.06,1,10,2026-06-19 17:27:50,40.07063,-118.56868,3923.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.9,-0.1,187.2,0.0,3936.0,0.0,-0.01,1.0,99.0,-2.0,41.0,0.0,29.88,7904.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.2,0.3,0.0,0.3,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,130.0,93.0,129.0,92.0,126.0,88.0,0.0,0.0,1.0,254.1,0.0,7.6,-2.0,4.995,0.0,0.0,0.654,0.881,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,266.0,199.4,264.2,197.6,258.8,190.4,32.0,32.0,195.26000000000002,0.0,261.95,156.14999999999998,89.46000000000002,0.0002222222222222223,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
11.06,1,10,2026-06-19 17:27:51,40.07063,-118.56868,3923.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.2,187.2,0.0,3936.0,0.0,-0.0,1.0,99.0,-29.0,41.0,0.0,29.88,7904.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.2,0.3,0.0,0.3,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,130.0,93.0,129.0,92.0,126.0,88.0,0.0,0.0,1.0,254.0,0.0,7.6,-2.0,4.995,0.0,0.0,0.653,0.884,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,266.0,199.4,264.2,197.6,258.8,190.4,32.0,32.0,195.26000000000002,0.0,261.95,156.14999999999998,89.46000000000002,0.0003055555555555556,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
12.06,1,10,2026-06-19 17:27:52,40.07063,-118.56868,3923.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.2,187.2,0.0,3935.0,-0.0,-0.0,1.0,99.0,-48.0,41.0,0.0,29.88,7903.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.2,0.2,0.0,0.2,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,130.0,93.0,129.0,92.0,126.0,88.0,0.0,0.0,1.0,254.0,0.0,7.6,-2.0,4.995,0.0,0.0,0.654,0.889,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,266.0,199.4,264.2,197.6,258.8,190.4,32.0,32.0,195.26000000000002,0.0,261.95,156.14999999999998,89.46000000000002,0.00037500000000000006,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
13.06,1,10,2026-06-19 17:27:53,40.07063,-118.56867,3923.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.2,187.2,0.0,3935.0,0.0,-0.0,1.0,99.0,-43.0,41.0,0.0,29.88,7903.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.3,0.3,0.0,0.3,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,129.0,93.0,129.0,92.0,126.0,88.0,0.0,0.0,1.0,254.0,0.0,7.6,-2.0,4.995,0.0,0.0,0.653,0.907,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,264.2,199.4,264.2,197.6,258.8,190.4,32.0,32.0,195.26000000000002,0.0,261.5,155.7,89.46000000000002,0.0004444444444444445,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
14.06,1,10,2026-06-19 17:27:54,40.07063,-118.56867,3922.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.1,187.1,0.0,3932.0,-0.0,-0.0,1.0,99.0,-92.0,41.0,0.0,29.88,7903.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.3,0.2,0.0,0.2,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,129.0,93.0,129.0,92.0,126.0,88.0,0.0,0.0,1.0,254.0,0.0,7.6,-2.0,4.995,0.0,0.0,0.654,0.892,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,264.2,199.4,264.2,197.6,258.8,190.4,32.0,32.0,195.26000000000002,0.0,261.5,155.7,89.46000000000002,0.0005138888888888889,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
15.06,1,10,2026-06-19 17:27:55,40.07063,-118.56867,3922.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.2,187.1,0.0,3928.0,-0.0,-0.01,1.0,99.0,-148.0,41.0,0.0,29.88,7893.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.2,0.2,0.0,0.2,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,129.0,93.0,129.0,92.0,126.0,87.0,0.0,0.0,1.0,254.0,0.0,7.6,-2.0,4.995,0.0,0.0,0.653,0.879,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,264.2,199.4,264.2,197.6,258.8,188.6,32.0,32.0,195.26000000000002,0.0,261.5,155.7,89.46000000000002,0.0005694444444444445,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
16.06,1,10,2026-06-19 17:27:56,40.07063,-118.56867,3922.0,0.0,212.4,-12.6,0.0,,0.0,0.0,0.0,10.8,-0.1,187.2,0.0,3926.0,-0.0,-0.01,1.0,99.0,-146.0,41.0,0.0,29.88,7893.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,26.2,0.2,0.0,0.2,7.6,0.0,0.0,10.3,0.0,0.0,-0.3,25.6,21.9,0.0,0.0,0.0,0.0,126.0,89.0,129.0,93.0,129.0,93.0,126.0,88.0,0.0,0.0,1.0,254.0,0.0,7.6,-2.0,4.995,0.0,0.0,0.653,0.879,0.0,90.7,0.0,0.0,0.0,,0.0,105.8,195.8,32.0,32.0,32.0,32.0,258.8,192.2,264.2,199.4,264.2,199.4,258.8,190.4,32.0,32.0,195.26000000000002,0.0,261.5,155.7,89.46000000000002,0.000625,0.0843333333333334,0.0,420.8,True,2026-06-19 10:27:47-07:00,0.48,0.54
