Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,Flight ID
0.06,1.0,7.0,2026-03-18 22:55:22,37.08163,-121.59962,385.0,0.0,344.7,-12.7,,,,,22:55:22,,,,,,,,,,,33.0,,,,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,,,6.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-18 15:55:22-07:00
1.06,1.0,7.0,2026-03-18 22:55:23,37.08163,-121.59962,383.0,0.0,344.7,-12.6,,,,,22:55:22,10.7,-0.5,4.0,0.0,224.0,-0.0,-0.01,1.0,,-38.0,33.0,0.0,30.06,2399.0,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,29.0,30.0,29.0,30.0,29.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.387,0.0,114.7,,,,,,0.0,2026-03-18 15:55:22-07:00
2.06,1.0,7.0,2026-03-18 22:55:24,37.08163,-121.59962,381.0,0.0,344.7,-12.6,,,,,22:55:23,10.7,-0.5,4.1,0.0,224.0,0.0,-0.01,1.0,,5.0,33.0,0.0,30.06,2399.0,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,29.0,30.0,29.0,30.0,29.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.387,0.0,28.0,,,,,,0.0,2026-03-18 15:55:22-07:00
3.06,1.0,7.0,2026-03-18 22:55:25,37.08163,-121.59962,379.0,0.0,344.7,-12.6,,,,,22:55:24,10.7,-0.4,4.2,0.0,224.0,0.0,-0.01,1.0,,-15.0,33.0,0.0,30.06,2399.0,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,28.0,30.0,28.0,30.0,28.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,27.9,,,,,,0.0,2026-03-18 15:55:22-07:00
4.06,1.0,7.0,2026-03-18 22:55:26,37.08162,-121.59962,377.0,0.0,344.7,-12.6,,,,,22:55:25,10.7,-0.4,4.2,0.0,224.0,0.0,-0.01,1.0,,-5.0,33.0,0.0,30.06,2399.0,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,28.0,30.0,28.0,30.0,28.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,27.8,,,,,,0.0,2026-03-18 15:55:22-07:00
5.06,1.0,7.0,2026-03-18 22:55:27,37.08162,-121.59961,376.0,0.4,344.7,-12.6,,,,,22:55:26,10.7,-0.5,4.1,0.0,224.0,-0.0,-0.01,1.0,99.0,-7.0,33.0,0.0,30.06,2410.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,28.0,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,29.0,30.0,29.0,30.0,29.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,27.8,,,,,,0.0,2026-03-18 15:55:22-07:00
6.06,1.0,6.0,2026-03-18 22:55:28,37.08158,-121.59959,348.0,0.1,344.7,-12.6,,,,,22:55:27,10.7,-0.4,4.1,0.0,224.0,-0.0,-0.01,1.0,99.0,18.0,33.0,0.0,30.06,2410.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,28.0,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,29.0,30.0,29.0,30.0,29.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.387,0.0,27.7,,,,,,0.0,2026-03-18 15:55:22-07:00
7.06,1.0,6.0,2026-03-18 22:55:29,37.08158,-121.59959,348.0,0.0,344.7,-12.6,,,,,22:55:28,10.7,-0.5,4.2,0.0,224.0,-0.0,-0.01,1.0,99.0,-20.0,33.0,0.0,30.06,2410.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,28.0,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,29.0,30.0,29.0,30.0,29.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,27.7,,,,,,0.0,2026-03-18 15:55:22-07:00
8.06,1.0,6.0,2026-03-18 22:55:30,37.08158,-121.59958,348.0,0.0,344.7,-12.6,,,,,22:55:29,10.8,-0.5,4.2,0.0,223.0,0.0,-0.01,1.0,99.0,-12.0,33.0,0.0,30.06,2419.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,28.0,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,28.0,30.0,28.0,30.0,28.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,27.7,,,,,,0.0,2026-03-18 15:55:22-07:00
9.06,1.0,6.0,2026-03-18 22:55:31,37.08158,-121.59958,347.0,0.1,344.7,-12.6,,,,,22:55:30,10.8,-0.5,4.2,0.0,223.0,0.0,-0.01,1.0,99.0,-19.0,33.0,0.0,30.06,2419.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,28.0,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,28.0,30.0,28.0,30.0,28.0,30.0,29.0,30.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,27.7,,,,,,0.0,2026-03-18 15:55:22-07:00
