Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,CAS (knots),Corrected TAS (knots),Max CHT,Engine Run,Flight ID
8.06,1,6,2026-08-15 02:09:46,37.08161,-121.59953,579.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,0.6,43.2,0.0,241.0,0.0,0.01,1.0,99.0,-8.0,26,0.0,30.06,1636.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.2,0.0,0.0,6.0,4.998,0.0,0.0,0.654,0.804,0.0,32.3,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,90.14,0.0,89.6,10.799999999999997,11.340000000000003,0.0,0.0,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
9.06,1,6,2026-08-15 02:09:47,37.08158,-121.59955,458.0,0.1,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,0.6,43.1,0.0,241.0,-0.0,0.01,1.0,99.0,-1.0,26,0.0,30.06,1636.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.2,0.0,0.0,6.0,4.998,0.0,0.0,0.654,0.804,0.0,32.3,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,90.14,0.0,89.6,10.799999999999997,11.340000000000003,0.0,0.08433333333333333,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
10.06,1,6,2026-08-15 02:09:48,37.08165,-121.59949,454.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,0.5,43.0,0.0,241.0,-0.0,0.01,1.0,99.0,27.0,26,0.0,30.06,1636.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.2,0.0,0.0,6.0,4.998,0.0,0.0,0.654,0.804,0.0,32.2,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,89.96000000000001,0.0,89.6,10.799999999999997,11.16000000000001,0.0,0.16866666666666666,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
11.06,1,10,2026-08-15 02:09:49,37.08155,-121.59955,348.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.2,0.6,43.1,0.0,241.0,-0.0,0.01,1.0,99.0,-16.0,26,0.0,30.06,1636.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.3,0.0,0.0,6.0,4.998,0.0,0.0,0.654,0.804,0.0,32.2,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,89.96000000000001,0.0,89.6,10.799999999999997,11.16000000000001,0.0,0.16866666666666666,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
12.06,1,10,2026-08-15 02:09:50,37.08155,-121.59955,345.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.2,0.6,43.1,0.0,241.0,-0.0,0.01,1.0,99.0,1.0,26,0.0,30.06,1636.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.3,0.0,0.0,6.0,4.998,0.0,0.0,0.656,0.804,0.0,32.2,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,89.96000000000001,0.0,89.6,10.799999999999997,11.16000000000001,0.0,0.16866666666666666,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
13.06,1,10,2026-08-15 02:09:51,37.08155,-121.59955,343.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.2,0.5,43.0,0.0,241.0,-0.0,0.01,1.0,99.0,-42.0,26,0.0,30.06,1636.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.3,0.0,0.0,6.0,4.998,0.0,0.0,0.656,0.804,0.0,32.2,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,89.96000000000001,0.0,89.6,10.799999999999997,11.16000000000001,0.0,0.16866666666666666,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
14.06,1,10,2026-08-15 02:09:52,37.08156,-121.59955,341.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.2,0.5,43.0,0.0,240.0,-0.0,0.01,1.0,99.0,-44.0,26,0.0,30.06,1636.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.3,0.0,0.0,6.0,4.998,0.0,0.0,0.654,0.804,0.0,32.2,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,89.96000000000001,0.0,89.6,10.799999999999997,11.16000000000001,0.0,0.16866666666666666,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
15.06,1,10,2026-08-15 02:09:53,37.08156,-121.59955,339.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.2,0.5,43.0,0.0,240.0,-0.0,0.01,1.0,99.0,-58.0,26,0.0,30.06,1634.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.3,0.0,0.0,6.0,4.998,0.0,0.0,0.656,0.804,0.0,32.2,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,89.96000000000001,0.0,89.6,10.799999999999997,11.16000000000001,0.0,0.16866666666666666,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
16.06,1,10,2026-08-15 02:09:54,37.08157,-121.59956,338.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.2,0.5,43.0,0.0,239.0,-0.0,0.01,1.0,99.0,-58.0,26,0.0,30.06,1632.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.3,0.0,0.0,6.0,4.998,0.0,0.0,0.654,0.804,0.0,32.2,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,89.96000000000001,0.0,89.6,10.799999999999997,11.16000000000001,0.0,0.16866666666666666,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
17.06,1,10,2026-08-15 02:09:55,37.08157,-121.59956,337.0,0.0,29.7,-12.6,0.0,0.0,0.0,0.0,0.0,11.2,0.5,43.0,0.0,238.0,-0.0,0.01,1.0,99.0,-50.0,26,0.0,30.06,1631.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,-0.1,37.7,32.7,0.0,0.0,0.0,0.0,32.0,30.0,32.0,30.0,32.0,31.0,32.0,30.0,0.0,0.0,17.0,254.3,0.0,0.0,6.0,4.998,0.0,0.0,0.654,0.804,0.0,32.1,0.0,0.0,0.0,,0.0,78.8,89.6,0.0,0.0,0.0,0.0,89.6,86.0,89.6,86.0,89.6,87.8,89.6,86.0,0.0,0.0,89.78,0.0,89.6,10.799999999999997,10.980000000000004,0.0,0.16866666666666666,0.0,0.48,0.49,377.6,True,2026-08-14 19:09:46-07:00
