2025-11-06 14-23-18,835.5,0,0.009140104166666664,0.0,325.4,2090.0,0.0,0.0
2025-11-22 13-05-14,445.0,0,0.0027791666666666668,0.269625,350.6,1429.0,0.004348086698100095,0.0
2025-11-29 12-30-35,914.94,0,0.006852083333333332,0.469361111111111,347.0,2085.0,0.008693848813512456,0.0
2026-01-03 14-45-42,1354.0,0,0.01633958333333333,0.5162777777777777,285.8,1561.0,0.010042941775693174,0.0
2026-01-04 14-43-52,338.0,0,0.003993055555555555,0.1498333333333333,242.6,1843.0,0.018328494951108935,0.0
2026-01-10 12-11-22,3486.0,0,0.32701331666666666,0.3379999999999999,329.0,2495.0,0.033121136051909736,0.0
2026-01-10 14-05-33,436.0,0,0.1133837961111111,0.2768333333333333,327.2,2767.0,0.32657400802036074,0.0
2026-01-31 16-45-19,1205.0,0,3.0767381944444443,0.8079999999999999,419.0,2733.0,2.4769790878800815,0.0
2026-02-07 15-30-08,356.0,0,0.10008589388888889,0.1683611111111111,267.8,1437.0,0.36928084591610705,0.0
2026-02-13 16-03-49,559.0,1.0,0.006101388888888889,0.3182777777777777,341.6,2046.0,0.015214567508478024,0.057499999999999996
2026-02-13 17-11-43,876.0,509.99999999999994,1.4092899405555555,0.6219444444444444,386.6,2641.0,1.6964024885493334,41.599558823529414
2026-02-20 15-42-49,2542.0,2157.0,64.41698829722222,5.256166666666666,420.8,2740.0,7.797488328410898,156.26965092402463
2026-02-22 15-00-12,2447.0,2174.0,59.88953208222222,4.681222222222222,433.4,2770.0,8.478349990765741,146.94291289198605
2026-02-28 09-33-49,2300.0,1922.0,63.986181017777774,4.738944444444445,419.0,2720.0,9.535956724520306,151.85550133689839
2026-02-28 10-59-48,3689.19,1884.0,67.97660656611112,4.806111111111111,417.2,2740.0,11.346064818330776,150.7521504369538
2026-03-10 16-31-52,1437.0,1102.0,26.382430652777774,2.032277777777778,406.4,2765.0,7.845627603781184,137.96571428571428
2026-03-10 17-08-48,3209.19,2085.0,78.235490605,5.803999999999999,408.2,2797.0,10.168973795740202,150.14006172839507
2026-03-13 17-36-07,4420.0,4099.0,156.7925922538889,11.364861111111113,419.0,2737.0,11.36228920642038,156.55244335664335
2026-03-14 14-04-08,5107.82,2340.0,81.53193188111109,6.189527777777777,401.0,2742.0,10.405935755377982,144.15701092353524
2026-03-18 15-55-22,1747.0,1499.0,47.00006086166666,3.719111111111111,413.6,2764.0,8.414540353108208,153.73980129390014
2026-03-18 16-39-18,1283.0,1035.0,33.776959339444446,2.8736666666666664,420.8,2742.0,8.224288905072216,148.51569738480694
2026-03-21 16-01-08,5988.44,2139.0,82.65336699111111,6.186222222222222,392.0,2723.0,9.085983761071176,161.36316785518378
2026-04-03 13-17-48,3628.0,3259.0,124.9736211522222,9.705111111111112,395.6,2738.0,9.762735984315494,163.045895932576
2026-04-09 15-15-49,3151.0,2806.0,101.69874402499998,7.127805555555555,397.4,2737.0,10.96937764844472,152.25072032108153
2026-04-13 17-09-03,1561.0,1397.0,95.3366887611111,3.313305555555555,379.4,2722.0,10.837317321994371,160.8777368421053
2026-04-13 17-49-08,2663.56,2399.0,187.09560250222222,5.892444444444444,381.2,2709.0,13.00642491846357,146.059220043573
2026-04-18 08-46-35,5701.0,5494.0,220.34659144944445,13.043500000000002,401.0,2761.0,14.017160183278747,162.9623095238095
2026-04-24 15-47-53,2387.63,354.99999999999994,13.157698858888885,1.267472222222222,388.4,2778.0,6.177650982386623,124.3863904494382
